Unnamed: 0,COURSE,UPC Code and Acronyms,Municipality_Course,Postal Code Course,Total Course
475,22-23,205 ESEIAAT,Sant Llore,8791.0,1.0
476,22-23,205 ESEIAAT,Sant Lluís,7710.0,1.0
477,22-23,205 ESEIAAT,Sant Pere ,8458.0,1.0
478,22-23,205 ESEIAAT,Sant Pere ,8812.0,1.0
479,22-23,205 ESEIAAT,Sant Pol d,8395.0,1.0
480,22-23,205 ESEIAAT,Sant Quint,8777.0,1.0
481,22-23,205 ESEIAAT,Sant Quirz,8192.0,40.0
482,22-23,205 ESEIAAT,Sant Quirz,8194.0,1.0
483,22-23,205 ESEIAAT,Sant Quirz,8580.0,1.0
484,22-23,205 ESEIAAT,Sant Sadur,8770.0,5.0
485,22-23,205 ESEIAAT,Sant Salva,8253.0,1.0
486,22-23,205 ESEIAAT,Sant Vicen,8295.0,5.0
487,22-23,205 ESEIAAT,Sant Vicen,8394.0,2.0
488,22-23,205 ESEIAAT,Sant Vicen,8571.0,1.0
489,22-23,205 ESEIAAT,Sant Vicen,8620.0,10.0
490,22-23,205 ESEIAAT,Santa Colo,8690.0,3.0
491,22-23,205 ESEIAAT,Santa Colo,8921.0,12.0
492,22-23,205 ESEIAAT,Santa Colo,8922.0,5.0
493,22-23,205 ESEIAAT,Santa Colo,8923.0,3.0
494,22-23,205 ESEIAAT,Santa Colo,8924.0,8.0
495,22-23,205 ESEIAAT,Santa Colo,17430.0,3.0
496,22-23,205 ESEIAAT,Santa Eulà,7840.0,1.0
497,22-23,205 ESEIAAT,Santa Eulà,8187.0,5.0
498,22-23,205 ESEIAAT,Santa Marg,8730.0,1.0
499,22-23,205 ESEIAAT,Santa Mari,8106.0,2.0
500,22-23,205 ESEIAAT,Santa Mari,8460.0,1.0
501,22-23,205 ESEIAAT,Santa Perp,8130.0,15.0
502,22-23,205 ESEIAAT,Santpedor,8251.0,2.0
503,22-23,205 ESEIAAT,Sense Info,99999.0,8.0
504,22-23,205 ESEIAAT,Sentmenat,8181.0,16.0
505,22-23,205 ESEIAAT,Seva,8553.0,2.0
506,22-23,205 ESEIAAT,Sitges,8870.0,2.0
507,22-23,205 ESEIAAT,Solsona,25280.0,2.0
508,22-23,205 ESEIAAT,Súria,8260.0,2.0
509,22-23,205 ESEIAAT,Susqueda,17166.0,1.0
510,22-23,205 ESEIAAT,Taradell,8552.0,1.0
511,22-23,205 ESEIAAT,Tarragona,43001.0,1.0
512,22-23,205 ESEIAAT,Tarragona,43005.0,1.0
513,22-23,205 ESEIAAT,Tarragona,43006.0,1.0
514,22-23,205 ESEIAAT,Tarragona,43007.0,1.0
515,22-23,205 ESEIAAT,Tàrrega,25300.0,2.0
516,22-23,205 ESEIAAT,Teià,8329.0,1.0
517,22-23,205 ESEIAAT,Terrassa,8009.0,1.0
518,22-23,205 ESEIAAT,Terrassa,8022.0,1.0
519,22-23,205 ESEIAAT,Terrassa,8191.0,2.0
520,22-23,205 ESEIAAT,Terrassa,8201.0,2.0
521,22-23,205 ESEIAAT,Terrassa,8221.0,124.0
522,22-23,205 ESEIAAT,Terrassa,8222.0,380.0
523,22-23,205 ESEIAAT,Terrassa,8223.0,65.0
524,22-23,205 ESEIAAT,Terrassa,8224.0,108.0
525,22-23,205 ESEIAAT,Terrassa,8225.0,98.0
526,22-23,205 ESEIAAT,Terrassa,8226.0,67.0
527,22-23,205 ESEIAAT,Terrassa,8227.0,39.0
528,22-23,205 ESEIAAT,Terrassa,8228.0,19.0
529,22-23,205 ESEIAAT,Terrassa,8822.0,1.0
530,22-23,205 ESEIAAT,Terrassa,8828.0,1.0
531,22-23,205 ESEIAAT,Terrassa,25006.0,1.0
532,22-23,205 ESEIAAT,Tiana,8391.0,3.0
533,22-23,205 ESEIAAT,Tivissa,43746.0,2.0
534,22-23,205 ESEIAAT,Torelló,8570.0,3.0
535,22-23,205 ESEIAAT,Torredemba,43830.0,1.0
536,22-23,205 ESEIAAT,Torrelles ,8629.0,4.0
537,22-23,205 ESEIAAT,Tortosa,43500.0,1.0
538,22-23,205 ESEIAAT,Tortosa,43510.0,1.0
539,22-23,205 ESEIAAT,Tremp,25620.0,1.0
540,22-23,205 ESEIAAT,Ullastrell,8231.0,8.0
541,22-23,205 ESEIAAT,Ulldecona,43550.0,1.0
542,22-23,205 ESEIAAT,Ultramort,17133.0,1.0
543,22-23,205 ESEIAAT,Vacarisses,8233.0,16.0
544,22-23,205 ESEIAAT,Valencia,46019.0,1.0
545,22-23,205 ESEIAAT,Vallbona d,8785.0,1.0
546,22-23,205 ESEIAAT,Vallirana,8759.0,10.0
547,22-23,205 ESEIAAT,Vandellòs ,43890.0,1.0
548,22-23,205 ESEIAAT,Vic,8500.0,5.0
549,22-23,205 ESEIAAT,Vielha e M,25539.0,1.0
550,22-23,205 ESEIAAT,Viladecans,8840.0,7.0
551,22-23,205 ESEIAAT,Viladecava,8232.0,32.0
552,22-23,205 ESEIAAT,Vilafranca,8720.0,10.0
553,22-23,205 ESEIAAT,Vilalba Sa,8450.0,1.0
554,22-23,205 ESEIAAT,Vilanova d,8410.0,4.0
555,22-23,205 ESEIAAT,Vilanova d,8788.0,1.0
556,22-23,205 ESEIAAT,Vilanova i,8800.0,5.0
557,22-23,205 ESEIAAT,Vilassar d,8339.0,4.0
558,22-23,205 ESEIAAT,Vilassar d,8340.0,11.0
559,22-23,205 ESEIAAT,Vinaròs,12500.0,1.0
560,22-23,205 ESEIAAT,Vitoria-Ga,1010.0,1.0
561,22-23,205 ESEIAAT,Zaragoza,50008.0,2.0
562,22-23,205 ESEIAAT,Zaragoza,50011.0,1.0
563,22-23,210 ETSAB,Abrera,8630.0,2.0
564,22-23,210 ETSAB,Abrera,99999.0,1.0
565,22-23,210 ETSAB,Aiguafreda,8570.0,1.0
566,22-23,210 ETSAB,Alacón,44549.0,1.0
567,22-23,210 ETSAB,Alella,8328.0,8.0
568,22-23,210 ETSAB,Ametlla de,8480.0,3.0
569,22-23,210 ETSAB,Amposta,43870.0,1.0
570,22-23,210 ETSAB,Arenys de ,8350.0,3.0
571,22-23,210 ETSAB,Arenys de ,8358.0,1.0
572,22-23,210 ETSAB,Argentona,8310.0,5.0
573,22-23,210 ETSAB,Artés,8271.0,2.0
574,22-23,210 ETSAB,Artesa de ,25730.0,1.0
575,22-23,210 ETSAB,Badalona,4923.0,1.0
576,22-23,210 ETSAB,Badalona,7800.0,1.0
577,22-23,210 ETSAB,Badalona,8001.0,1.0
578,22-23,210 ETSAB,Badalona,8029.0,1.0
579,22-23,210 ETSAB,Badalona,8391.0,1.0
580,22-23,210 ETSAB,Badalona,8911.0,9.0
581,22-23,210 ETSAB,Badalona,8912.0,12.0
582,22-23,210 ETSAB,Badalona,8913.0,4.0
583,22-23,210 ETSAB,Badalona,8914.0,1.0
584,22-23,210 ETSAB,Badalona,8915.0,2.0
585,22-23,210 ETSAB,Badalona,8917.0,7.0
586,22-23,210 ETSAB,Badalona,8918.0,3.0
587,22-23,210 ETSAB,Badia del ,8214.0,1.0
588,22-23,210 ETSAB,Balenyà,8550.0,1.0
589,22-23,210 ETSAB,Banyeres d,43700.0,2.0
590,22-23,210 ETSAB,Banyeres d,43715.0,1.0
591,22-23,210 ETSAB,Barakaldo,48902.0,1.0
592,22-23,210 ETSAB,Barberà de,8210.0,6.0
593,22-23,210 ETSAB,Barcelona,0.0,1.0
594,22-23,210 ETSAB,Barcelona,3540.0,1.0
595,22-23,210 ETSAB,Barcelona,4820.0,1.0
596,22-23,210 ETSAB,Barcelona,7008.0,1.0
597,22-23,210 ETSAB,Barcelona,7800.0,2.0
598,22-23,210 ETSAB,Barcelona,8001.0,59.0
599,22-23,210 ETSAB,Barcelona,8002.0,13.0
600,22-23,210 ETSAB,Barcelona,8003.0,20.0
601,22-23,210 ETSAB,Barcelona,8004.0,40.0
602,22-23,210 ETSAB,Barcelona,8005.0,29.0
603,22-23,210 ETSAB,Barcelona,8006.0,41.0
604,22-23,210 ETSAB,Barcelona,8007.0,8.0
605,22-23,210 ETSAB,Barcelona,8008.0,10.0
606,22-23,210 ETSAB,Barcelona,8009.0,8.0
607,22-23,210 ETSAB,Barcelona,8010.0,9.0
608,22-23,210 ETSAB,Barcelona,8011.0,32.0
609,22-23,210 ETSAB,Barcelona,8012.0,35.0
610,22-23,210 ETSAB,Barcelona,8013.0,50.0
611,22-23,210 ETSAB,Barcelona,8014.0,49.0
612,22-23,210 ETSAB,Barcelona,8015.0,48.0
613,22-23,210 ETSAB,Barcelona,8016.0,12.0
614,22-23,210 ETSAB,Barcelona,8017.0,56.0
615,22-23,210 ETSAB,Barcelona,8018.0,18.0
616,22-23,210 ETSAB,Barcelona,8019.0,11.0
617,22-23,210 ETSAB,Barcelona,8020.0,15.0
618,22-23,210 ETSAB,Barcelona,8021.0,35.0
619,22-23,210 ETSAB,Barcelona,8022.0,20.0
620,22-23,210 ETSAB,Barcelona,8023.0,43.0
621,22-23,210 ETSAB,Barcelona,8024.0,32.0
622,22-23,210 ETSAB,Barcelona,8025.0,48.0
623,22-23,210 ETSAB,Barcelona,8026.0,22.0
624,22-23,210 ETSAB,Barcelona,8027.0,29.0
625,22-23,210 ETSAB,Barcelona,8028.0,182.0
626,22-23,210 ETSAB,Barcelona,8029.0,81.0
627,22-23,210 ETSAB,Barcelona,8030.0,11.0
628,22-23,210 ETSAB,Barcelona,8031.0,16.0
629,22-23,210 ETSAB,Barcelona,8032.0,22.0
630,22-23,210 ETSAB,Barcelona,8033.0,7.0
631,22-23,210 ETSAB,Barcelona,8034.0,82.0
632,22-23,210 ETSAB,Barcelona,8035.0,17.0
633,22-23,210 ETSAB,Barcelona,8036.0,35.0
634,22-23,210 ETSAB,Barcelona,8037.0,17.0
635,22-23,210 ETSAB,Barcelona,8038.0,14.0
636,22-23,210 ETSAB,Barcelona,8041.0,17.0
637,22-23,210 ETSAB,Barcelona,8042.0,9.0
638,22-23,210 ETSAB,Barcelona,8080.0,1.0
639,22-23,210 ETSAB,Barcelona,8130.0,1.0
640,22-23,210 ETSAB,Barcelona,8150.0,2.0
641,22-23,210 ETSAB,Barcelona,8191.0,1.0
642,22-23,210 ETSAB,Barcelona,8902.0,1.0
643,22-23,210 ETSAB,Barcelona,8903.0,4.0
644,22-23,210 ETSAB,Barcelona,8904.0,1.0
645,22-23,210 ETSAB,Barcelona,8905.0,1.0
646,22-23,210 ETSAB,Barcelona,8906.0,2.0
647,22-23,210 ETSAB,Barcelona,8912.0,1.0
648,22-23,210 ETSAB,Barcelona,8917.0,1.0
649,22-23,210 ETSAB,Barcelona,8923.0,1.0
650,22-23,210 ETSAB,Barcelona,8940.0,1.0
651,22-23,210 ETSAB,Barcelona,9022.0,1.0
652,22-23,210 ETSAB,Barcelona,30205.0,1.0
653,22-23,210 ETSAB,Barcelona,43001.0,1.0
654,22-23,210 ETSAB,Barcelona,45471.0,1.0
655,22-23,210 ETSAB,Barcelona,50016.0,1.0
656,22-23,210 ETSAB,Barcelona,66455.0,1.0
657,22-23,210 ETSAB,Begues,8859.0,4.0
658,22-23,210 ETSAB,Bellprat,80016.0,1.0
659,22-23,210 ETSAB,Bellvei,43719.0,1.0
660,22-23,210 ETSAB,Benalmáden,29631.0,1.0
661,22-23,210 ETSAB,Berga,8600.0,1.0
662,22-23,210 ETSAB,Bigues i R,8415.0,1.0
663,22-23,210 ETSAB,Bigues i R,8416.0,1.0
664,22-23,210 ETSAB,Bilbao,48005.0,1.0
665,22-23,210 ETSAB,Binissalem,7350.0,1.0
666,22-23,210 ETSAB,Blanes,17300.0,3.0
667,22-23,210 ETSAB,Borrassà,17770.0,1.0
668,22-23,210 ETSAB,Cabrera d',8718.0,1.0
669,22-23,210 ETSAB,Cabrera de,8349.0,2.0
670,22-23,210 ETSAB,Cabrils,8348.0,6.0
671,22-23,210 ETSAB,Calafell,43820.0,2.0
672,22-23,210 ETSAB,Calafell,43882.0,1.0
673,22-23,210 ETSAB,Caldes de ,8140.0,4.0
674,22-23,210 ETSAB,Caldes d'E,8393.0,1.0
675,22-23,210 ETSAB,Calella,8370.0,1.0
676,22-23,210 ETSAB,Calonge,17251.0,2.0
677,22-23,210 ETSAB,Calvià,7160.0,1.0
678,22-23,210 ETSAB,Cambrils,43850.0,1.0
679,22-23,210 ETSAB,Camprodon,17867.0,1.0
680,22-23,210 ETSAB,Canet de M,8360.0,2.0
681,22-23,210 ETSAB,Canovelles,8420.0,1.0
682,22-23,210 ETSAB,Carballo,15100.0,1.0
683,22-23,210 ETSAB,Cardedeu,8440.0,8.0
684,22-23,210 ETSAB,Cardona,8261.0,1.0
685,22-23,210 ETSAB,Carme,8787.0,1.0
686,22-23,210 ETSAB,"Castell, E",7720.0,1.0
687,22-23,210 ETSAB,Castellar ,8211.0,4.0
688,22-23,210 ETSAB,Castellbis,8020.0,1.0
689,22-23,210 ETSAB,Castellbis,8755.0,2.0
690,22-23,210 ETSAB,Castellcir,8183.0,1.0
691,22-23,210 ETSAB,Castelldef,8860.0,37.0
692,22-23,210 ETSAB,Castellet ,8729.0,1.0
693,22-23,210 ETSAB,Castellter,8183.0,1.0
694,22-23,210 ETSAB,Castellví ,8769.0,3.0
695,22-23,210 ETSAB,Cerdanyola,8193.0,2.0
696,22-23,210 ETSAB,Cerdanyola,8290.0,11.0
697,22-23,210 ETSAB,Cervera,25200.0,1.0
698,22-23,210 ETSAB,Ciutadella,7760.0,1.0
699,22-23,210 ETSAB,Collbató,8293.0,3.0
700,22-23,210 ETSAB,Corbera d',43784.0,1.0
701,22-23,210 ETSAB,Corbera de,8173.0,1.0
702,22-23,210 ETSAB,Corbera de,8757.0,2.0
703,22-23,210 ETSAB,Cornellà d,8940.0,27.0
704,22-23,210 ETSAB,Creixell,43839.0,2.0
705,22-23,210 ETSAB,Cubelles,8880.0,5.0
706,22-23,210 ETSAB,Cunit,43881.0,2.0
707,22-23,210 ETSAB,Cunit,43882.0,1.0
708,22-23,210 ETSAB,Donostia,20005.0,1.0
709,22-23,210 ETSAB,Eivissa,7800.0,1.0
710,22-23,210 ETSAB,El Boalo,28413.0,1.0
711,22-23,210 ETSAB,El Brull,8559.0,1.0
712,22-23,210 ETSAB,El Masnou,8004.0,1.0
713,22-23,210 ETSAB,El Masnou,8320.0,10.0
714,22-23,210 ETSAB,El Montmel,43714.0,1.0
715,22-23,210 ETSAB,El Pla del,8733.0,1.0
716,22-23,210 ETSAB,El Prat de,8820.0,16.0
717,22-23,210 ETSAB,El Prat de,8829.0,1.0
718,22-23,210 ETSAB,El Vendrel,43700.0,3.0
719,22-23,210 ETSAB,El Vendrel,43880.0,1.0
720,22-23,210 ETSAB,Elche,3204.0,1.0
721,22-23,210 ETSAB,Esparregue,8292.0,8.0
722,22-23,210 ETSAB,Esplugues ,8950.0,18.0
723,22-23,210 ETSAB,"Esquirol, ",8511.0,1.0
724,22-23,210 ETSAB,Estella-Li,31200.0,2.0
725,22-23,210 ETSAB,Figueres,17600.0,2.0
726,22-23,210 ETSAB,Folguerole,8033.0,1.0
727,22-23,210 ETSAB,Font-rubí,8736.0,2.0
728,22-23,210 ETSAB,Formentera,7871.0,1.0
729,22-23,210 ETSAB,Fraga,22520.0,1.0
730,22-23,210 ETSAB,Franqueses,8520.0,3.0
731,22-23,210 ETSAB,Franqueses,8521.0,1.0
732,22-23,210 ETSAB,Fuentes de,50740.0,1.0
733,22-23,210 ETSAB,Galdakao,48960.0,1.0
734,22-23,210 ETSAB,Gavà,8850.0,11.0
735,22-23,210 ETSAB,Gijón,33212.0,1.0
736,22-23,210 ETSAB,Girona,17001.0,1.0
737,22-23,210 ETSAB,Girona,17002.0,1.0
738,22-23,210 ETSAB,Girona,17003.0,2.0
739,22-23,210 ETSAB,Girona,17005.0,1.0
740,22-23,210 ETSAB,Girona,17006.0,2.0
741,22-23,210 ETSAB,Girona,17007.0,1.0
742,22-23,210 ETSAB,Girona,17244.0,1.0
743,22-23,210 ETSAB,Granollers,8401.0,3.0
744,22-23,210 ETSAB,Granollers,8402.0,6.0
745,22-23,210 ETSAB,Granollers,8403.0,1.0
746,22-23,210 ETSAB,Hospitalet,8028.0,1.0
747,22-23,210 ETSAB,Hospitalet,8901.0,11.0
748,22-23,210 ETSAB,Hospitalet,8902.0,13.0
749,22-23,210 ETSAB,Hospitalet,8903.0,15.0
750,22-23,210 ETSAB,Hospitalet,8904.0,10.0
751,22-23,210 ETSAB,Hospitalet,8905.0,14.0
752,22-23,210 ETSAB,Hospitalet,8906.0,11.0
753,22-23,210 ETSAB,Hospitalet,8907.0,7.0
754,22-23,210 ETSAB,Hospitalet,8908.0,1.0
755,22-23,210 ETSAB,Huesca,22001.0,1.0
756,22-23,210 ETSAB,Huesca,22004.0,1.0
757,22-23,210 ETSAB,Igualada,8700.0,15.0
758,22-23,210 ETSAB,La Garriga,8530.0,7.0
759,22-23,210 ETSAB,La Granada,8792.0,1.0
760,22-23,210 ETSAB,La Llagost,8120.0,1.0
761,22-23,210 ETSAB,La Palma d,8756.0,1.0
762,22-23,210 ETSAB,La Roca de,8430.0,3.0
763,22-23,210 ETSAB,La Sénia,43560.0,1.0
764,22-23,210 ETSAB,La Seu d'U,25700.0,2.0
765,22-23,210 ETSAB,La Tallada,17134.0,1.0
766,22-23,210 ETSAB,La Torre d,25513.0,1.0
767,22-23,210 ETSAB,La Vall d',17176.0,1.0
768,22-23,210 ETSAB,L'Arboç,43720.0,1.0
769,22-23,210 ETSAB,Lekeitio,48280.0,1.0
770,22-23,210 ETSAB,León,24005.0,1.0
771,22-23,210 ETSAB,Llagostera,17240.0,1.0
772,22-23,210 ETSAB,Llanera,33690.0,1.0
773,22-23,210 ETSAB,Lleida,25001.0,2.0
774,22-23,210 ETSAB,Lleida,25004.0,1.0
775,22-23,210 ETSAB,Lleida,25005.0,3.0
776,22-23,210 ETSAB,Lleida,25008.0,1.0
777,22-23,210 ETSAB,Lleida,25196.0,1.0
778,22-23,210 ETSAB,Llers,17730.0,1.0
779,22-23,210 ETSAB,Lliçà d'Am,8186.0,1.0
780,22-23,210 ETSAB,Lliçà de V,8185.0,1.0
781,22-23,210 ETSAB,Llinars de,8450.0,1.0
782,22-23,210 ETSAB,Lloret de ,7518.0,1.0
783,22-23,210 ETSAB,Lloret de ,17310.0,1.0
784,22-23,210 ETSAB,Llubí,7430.0,1.0
785,22-23,210 ETSAB,Llucmajor,7600.0,1.0
786,22-23,210 ETSAB,Madrid,28011.0,1.0
787,22-23,210 ETSAB,Madrid,28022.0,1.0
788,22-23,210 ETSAB,Madrid,28029.0,1.0
789,22-23,210 ETSAB,Malgrat de,8380.0,1.0
790,22-23,210 ETSAB,Manacor,7500.0,1.0
791,22-23,210 ETSAB,Manacor,7680.0,2.0
792,22-23,210 ETSAB,Manlleu,8560.0,1.0
793,22-23,210 ETSAB,Manresa,8240.0,1.0
794,22-23,210 ETSAB,Manresa,8241.0,5.0
795,22-23,210 ETSAB,Manresa,8242.0,6.0
796,22-23,210 ETSAB,Manresa,8243.0,4.0
797,22-23,210 ETSAB,Maó-Mahón,7712.0,1.0
798,22-23,210 ETSAB,Martorell,8760.0,10.0
799,22-23,210 ETSAB,Martorelle,8107.0,1.0
800,22-23,210 ETSAB,Masies de ,8508.0,2.0
801,22-23,210 ETSAB,Masquefa,8783.0,1.0
802,22-23,210 ETSAB,Matadepera,8230.0,2.0
803,22-23,210 ETSAB,Mataró,8301.0,2.0
804,22-23,210 ETSAB,Mataró,8302.0,5.0
805,22-23,210 ETSAB,Mataró,8303.0,9.0
806,22-23,210 ETSAB,Mataró,8304.0,11.0
807,22-23,210 ETSAB,Mediona,8773.0,1.0
808,22-23,210 ETSAB,Mijas,29649.0,1.0
809,22-23,210 ETSAB,Moià,8180.0,1.0
810,22-23,210 ETSAB,Molins de ,8750.0,13.0
811,22-23,210 ETSAB,Mollet del,8100.0,9.0
812,22-23,210 ETSAB,Moncofa,12593.0,1.0
813,22-23,210 ETSAB,Monistrol ,8275.0,1.0
814,22-23,210 ETSAB,Monistrol ,8691.0,1.0
815,22-23,210 ETSAB,Montcada i,8110.0,11.0
816,22-23,210 ETSAB,Montgat,8390.0,3.0
817,22-23,210 ETSAB,Montmeló,8160.0,1.0
818,22-23,210 ETSAB,Montornès ,8170.0,4.0
819,22-23,210 ETSAB,Montuïri,7230.0,1.0
820,22-23,210 ETSAB,Monzón,22400.0,1.0
821,22-23,210 ETSAB,Mura,8278.0,1.0
822,22-23,210 ETSAB,Òdena,8711.0,4.0
823,22-23,210 ETSAB,Olèrdola,8734.0,2.0
824,22-23,210 ETSAB,Olesa de M,8640.0,7.0
825,22-23,210 ETSAB,Olivella,8818.0,1.0
826,22-23,210 ETSAB,Olot,17800.0,5.0
827,22-23,210 ETSAB,Orihuela,3300.0,1.0
828,22-23,210 ETSAB,Palafolls,8389.0,3.0
829,22-23,210 ETSAB,Palafrugel,17200.0,1.0
830,22-23,210 ETSAB,Palamós,17230.0,1.0
831,22-23,210 ETSAB,Palau-soli,8184.0,3.0
832,22-23,210 ETSAB,Pallejà,8780.0,1.0
833,22-23,210 ETSAB,Palma de M,7003.0,1.0
834,22-23,210 ETSAB,Palma de M,7004.0,1.0
835,22-23,210 ETSAB,Palma de M,7005.0,1.0
836,22-23,210 ETSAB,Palma de M,7006.0,1.0
837,22-23,210 ETSAB,Palma de M,7011.0,2.0
838,22-23,210 ETSAB,Palma de M,7013.0,1.0
839,22-23,210 ETSAB,Palma de M,7120.0,1.0
840,22-23,210 ETSAB,Palma de M,7159.0,1.0
841,22-23,210 ETSAB,Pals,17256.0,3.0
842,22-23,210 ETSAB,Pamplona,31002.0,1.0
843,22-23,210 ETSAB,Pamplona,31007.0,1.0
844,22-23,210 ETSAB,Pamplona,31008.0,1.0
845,22-23,210 ETSAB,Pamplona,31011.0,1.0
846,22-23,210 ETSAB,Pamplona,31486.0,1.0
847,22-23,210 ETSAB,Parets del,8150.0,2.0
848,22-23,210 ETSAB,Piera,8784.0,1.0
849,22-23,210 ETSAB,Pineda de ,8397.0,2.0
850,22-23,210 ETSAB,Poio,36995.0,1.0
851,22-23,210 ETSAB,Polinyà,8213.0,2.0
852,22-23,210 ETSAB,Ponferrada,24411.0,1.0
853,22-23,210 ETSAB,Porcuna,23790.0,1.0
854,22-23,210 ETSAB,Portugalet,48920.0,1.0
855,22-23,210 ETSAB,Pozuelo de,28224.0,2.0
856,22-23,210 ETSAB,Premià de ,8330.0,13.0
857,22-23,210 ETSAB,Premià de ,8338.0,2.0
858,22-23,210 ETSAB,Puigcerdà,17520.0,1.0
859,22-23,210 ETSAB,Redondela,36818.0,1.0
860,22-23,210 ETSAB,Reus,43201.0,4.0
861,22-23,210 ETSAB,Reus,43202.0,1.0
862,22-23,210 ETSAB,Reus,43203.0,1.0
863,22-23,210 ETSAB,Reus,43204.0,1.0
864,22-23,210 ETSAB,Reus,43206.0,1.0
865,22-23,210 ETSAB,Ripollet,8291.0,6.0
866,22-23,210 ETSAB,Rubí,8191.0,11.0
867,22-23,210 ETSAB,Sabadell,8201.0,5.0
868,22-23,210 ETSAB,Sabadell,8202.0,3.0
869,22-23,210 ETSAB,Sabadell,8203.0,5.0
870,22-23,210 ETSAB,Sabadell,8204.0,3.0
871,22-23,210 ETSAB,Sabadell,8205.0,4.0
872,22-23,210 ETSAB,Sabadell,8206.0,4.0
873,22-23,210 ETSAB,Sabadell,8207.0,4.0
874,22-23,210 ETSAB,Sabadell,8208.0,8.0
875,22-23,210 ETSAB,Sagàs,8517.0,1.0
876,22-23,210 ETSAB,Salou,43840.0,1.0
877,22-23,210 ETSAB,Salt,17190.0,1.0
878,22-23,210 ETSAB,Sant Adrià,8019.0,1.0
879,22-23,210 ETSAB,Sant Adrià,8034.0,1.0
880,22-23,210 ETSAB,Sant Adrià,8930.0,4.0
881,22-23,210 ETSAB,Sant Andre,8392.0,2.0
882,22-23,210 ETSAB,Sant Andre,8740.0,5.0
883,22-23,210 ETSAB,Sant Anton,8459.0,2.0
884,22-23,210 ETSAB,Sant Boi d,8830.0,25.0
885,22-23,210 ETSAB,Sant Carle,43540.0,1.0
886,22-23,210 ETSAB,Sant Celon,8470.0,2.0
887,22-23,210 ETSAB,Sant Celon,8476.0,1.0
888,22-23,210 ETSAB,Sant Cugat,8011.0,1.0
889,22-23,210 ETSAB,Sant Cugat,8172.0,9.0
890,22-23,210 ETSAB,Sant Cugat,8173.0,13.0
891,22-23,210 ETSAB,Sant Cugat,8174.0,1.0
892,22-23,210 ETSAB,Sant Cugat,8193.0,1.0
893,22-23,210 ETSAB,Sant Cugat,8195.0,12.0
894,22-23,210 ETSAB,Sant Cugat,8196.0,2.0
895,22-23,210 ETSAB,Sant Cugat,8197.0,2.0
896,22-23,210 ETSAB,Sant Cugat,8198.0,1.0
897,22-23,210 ETSAB,Sant Cugat,8798.0,1.0
898,22-23,210 ETSAB,Sant Estev,8461.0,2.0
899,22-23,210 ETSAB,Sant Estev,8635.0,1.0
900,22-23,210 ETSAB,Sant Feliu,8182.0,2.0
901,22-23,210 ETSAB,Sant Feliu,8980.0,26.0
902,22-23,210 ETSAB,Sant Feliu,17220.0,2.0
903,22-23,210 ETSAB,Sant Fost ,8105.0,4.0
904,22-23,210 ETSAB,Sant Fruit,8272.0,1.0
905,22-23,210 ETSAB,Sant Hilar,17403.0,2.0
906,22-23,210 ETSAB,Sant Hipòl,8512.0,1.0
907,22-23,210 ETSAB,Sant Iscle,8359.0,1.0
908,22-23,210 ETSAB,Sant Joan ,8250.0,2.0
909,22-23,210 ETSAB,Sant Joan ,8970.0,13.0
910,22-23,210 ETSAB,Sant Josep,7817.0,2.0
911,22-23,210 ETSAB,Sant Josep,7829.0,1.0
912,22-23,210 ETSAB,Sant Just ,8896.0,1.0
913,22-23,210 ETSAB,Sant Just ,8960.0,14.0
914,22-23,210 ETSAB,Sant Martí,8731.0,1.0
915,22-23,210 ETSAB,Sant Pere ,8810.0,5.0
916,22-23,210 ETSAB,Sant Pere ,8812.0,1.0
917,22-23,210 ETSAB,Sant Pol d,8395.0,2.0
918,22-23,210 ETSAB,Sant Quirz,8192.0,3.0
919,22-23,210 ETSAB,Sant Sadur,8770.0,1.0
920,22-23,210 ETSAB,Sant Salva,8253.0,2.0
921,22-23,210 ETSAB,Sant Vicen,8394.0,2.0
922,22-23,210 ETSAB,Sant Vicen,8571.0,1.0
923,22-23,210 ETSAB,Sant Vicen,8620.0,5.0
924,22-23,210 ETSAB,Santa Colo,8690.0,5.0
925,22-23,210 ETSAB,Santa Colo,8921.0,12.0
926,22-23,210 ETSAB,Santa Colo,8922.0,4.0
927,22-23,210 ETSAB,Santa Colo,8923.0,3.0
928,22-23,210 ETSAB,Santa Colo,8924.0,5.0
929,22-23,210 ETSAB,Santa Cris,17246.0,1.0
930,22-23,210 ETSAB,Santa Cruz,38003.0,1.0
931,22-23,210 ETSAB,Santa Eulà,7819.0,1.0
932,22-23,210 ETSAB,Santa Eulà,7850.0,1.0
933,22-23,210 ETSAB,Santa Eulà,8187.0,2.0
934,22-23,210 ETSAB,Santa Marg,8710.0,1.0
935,22-23,210 ETSAB,Santa Mari,8460.0,3.0
936,22-23,210 ETSAB,Santa Marí,7320.0,1.0
937,22-23,210 ETSAB,Santa Pau,17811.0,1.0
938,22-23,210 ETSAB,Santa Perp,8130.0,6.0
939,22-23,210 ETSAB,Santander,39005.0,1.0
940,22-23,210 ETSAB,Santiago d,15703.0,1.0
941,22-23,210 ETSAB,Santpedor,8251.0,4.0
942,22-23,210 ETSAB,Sense Info,,1.0
943,22-23,210 ETSAB,Sense Info,0.0,1.0
944,22-23,210 ETSAB,Sense Info,99999.0,28.0
945,22-23,210 ETSAB,Sentmenat,8181.0,2.0
946,22-23,210 ETSAB,Sevilla,41010.0,1.0
